avg_speed,total_distance,jitter,click_frequency,scroll_speed,scroll_depth,scroll_pauses,typing_speed,dwell_time,flight_time,error_rate,dwell_time_on_page,idle_time,time_between_actions,session_duration,tab_switching_frequency,label
2.7483570765056164,1316.7456935454493,0.09308678494144078,3,1.6395206461000689,615.6250308522951,0,50.105152848065266,0.0883824373195297,0.2737415096410926,0.03857239668491717,223.17834925825633,56.55370667803366,3.442229925539415,567.8225243398792,1,1
2.0379585811264476,456.27721822084703,0.1732824384460777,3,1.387111849756732,467.6665103248051,1,33.99746149894088,0.11894879642093278,0.3145517000631091,0.03728880519450722,174.0272527756195,13.015223395444863,6.835472281341501,20.99623286608745,3,1
3.88915652077622,204.38859950790575,0.1596819862141159,7,1.4421758588058797,246.0651458971093,3,36.98896304410711,0.07738895390636867,0.30672144413140107,0.06164245589426079,391.6988726363997,147.52145260435134,0.7692926551379635,266.3356034497395,0,1
2.9438742297966787,1988.5295716582227,0.024592335522625866,2,2.04982348789241,653.9378919788704,3,49.72963533755787,0.11591190927791883,0.3747717126441737,0.0567636250398664,204.24441945308337,73.9678838777267,5.578141939084274,15.448664394068237,0,1
2.543523534119086,377.39670879509987,0.08504963247670663,6,1.0957531985534061,1327.4750429403123,6,34.982429564154636,0.08595893812245296,0.2836168926701116,0.04215783693735685,511.1489179916835,197.13449718798333,0.06976409181650647,428.9256956031335,1,1
1.7682425259339407,127.68039154564681,0.12264681632667548,7,1.4169695458244673,178.9652300395234,1,40.60230209941027,0.14926484224970574,0.29038195176094383,0.05603094684667225,46.95925829564093,67.22721094736363,42.4403698261526,166.2868881358357,2,1
2.0990860783251533,1000.5037477317713,0.1692007859466339,5,1.5498256825438206,565.9258671336744,0,34.96524345883801,0.06898673137867735,0.30342814874030133,0.028753925725477903,352.26375827031575,48.89587009811018,27.60343817804307,88.76664806356736,1,1
2.736796215317591,2586.1903971507236,0.0821627487115903,5,1.7780608992669826,1137.5616125972615,4,46.17640845511145,0.12434141593960221,0.3113144134749437,0.06694802865153278,2.771881683298323,10.699690143594932,10.891623872902409,3.0446622310782017,1,0
3.024673696160433,253.9498673080245,0.16625528307571005,8,0.8150644716418517,139.85010183121062,6,32.282192505067414,0.07187189465636903,0.2982735171952596,0.030739687478677474,7.384944324206584,103.69687862952739,1.949335702248227,1692.649888363982,3,0
2.9885900004065364,2635.52345733189,0.12366188122867725,6,1.4635855436715637,406.8684960301139,3,40.58208718446,0.07714059404338755,0.31788936801741413,0.06121569052736469,358.22232759050195,121.22875562244899,4.454923423149491,208.5372505602571,5,1
2.7854452553465836,1210.550648511517,0.15677828200902996,5,1.4801819289801905,391.147292843563,2,34.65337258149936,0.08213759452741554,0.2832591376302633,0.08120760282265758,72.93540102897101,97.52196186564929,0.8921102898989729,31.839057546185643,3,1
2.5642755000355404,3723.557008699993,-0.0012571293328803579,4,1.5932271573847139,1643.689961634301,3,35.25054688839044,0.08693341534852576,0.38827271201405483,0.05809963421921911,323.81710490903953,32.84122613889959,30.981034985563063,803.4104429251358,3,1
3.1334555745933113,14.498079720804276,0.06461652671906096,1,1.3813040193966655,51.478459223906626,2,58.72005680472304,0.060100768568847024,0.234990357920328,0.08086135303718167,13.908697206160419,46.938400465506156,9.831249947827285,419.66367156467385,2,1
3.161631903575618,73.18243625624083,0.08987712370842245,10,1.5304483035585803,108.948130470225,1,35.13567233947639,0.1041519652257144,0.3442495233593333,0.040709405027100645,7.064100954213453,168.45305061859585,3.3108346683962946,75.45007189746458,5,0
2.775868505232537,1644.2091832434196,0.06449360210362581,10,1.5060732545366127,875.666278761665,3,49.30934083974079,0.10648332704976884,0.29349284728161573,0.051939919299854365,299.7690241171574,59.50146636228576,3.4702277874619702,239.09180073023384,4,1
2.7975785127184567,682.049596573356,0.10379022790968633,4,1.161419144243944,716.7152735395468,2,35.6669659309744,0.10407645455054934,0.32795546013072635,0.06745083182860959,25.454625174093618,8.86538677778067,43.15458562058092,281.30254953137376,5,1
1.4814620325139305,2368.2376754780903,0.17850161402713363,2,1.158828699439923,63.245497965585606,3,39.51804514464187,0.09782479703086286,0.3200855861049471,0.06380287983422225,75.92462031955601,330.2870106251911,0.12228944358969307,2101.516153727689,0,0
2.2993897640570817,2217.721229160009,0.11120462409052084,6,1.5062962003908975,493.83708650401104,2,38.8906806437049,0.11952618252962206,0.22735752704638196,0.06568012821828337,62.52124843081935,62.305859880409876,4.359535346167334,525.7462236039859,0,1
